trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
87,False,"{'a': 0.5, 'e': 0.27117253504559991}",20,9,24.103815066013247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.26713530196585039}",20,5,13.63651611923181,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.26315817545602871}",20,5,7.7446111461965055,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.25924026064589156}",20,10,-75.07675995062428,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
91,False,"{'a': 0.5, 'e': 0.25538067598807768}",20,2,24.298029031035522,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.25157855305975652}",30,0,-8.898550685432932,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.24783303636722875}",25,0,4.566799885433422,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.24414328315343711}",20,0,23.070068780298715,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.24050846320834213}",20,3,-18.62394764924667,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,19,-32.52777471576481,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.23340036390115138}",20,0,-33.77114507974837,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.22992548518672384}",30,0,-91.50238614910609,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",1
99,False,"{'a': 0.5, 'e': 0.22650234067646879}",20,12,14.402528924116798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,0,-67.63993830510695,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.21980818484776174}",20,3,-21.531562900295608,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.21653566731600707}",35,5,-27.829338585029774,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.21331187122291523}",30,20,18.594748002968593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.21013607120076472}",30,18,13.72368956216841,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,12,0.22137525754616694,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.20392561173421347}",30,0,-85.4933999236339,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.20088955491023208}",20,8,-22.249146143607007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.19789869908361471}",30,10,33.94189681003739,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.1949523712991825}",20,9,20.17120756508043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.19204990862075413}",20,13,13.794241041965094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.18919065798198204}",25,0,-46.71765052594693,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,0,16.93297432512538,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.18359922902771791}",25,2,13.855646359498873,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.1808657926171221}",30,0,-26.56081703091784,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.17817305177289844}",20,15,10.701327756179856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.17552040061699686}",30,21,17.34021528879839,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.17290724229171639}",20,0,35.18345614656553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,0,-24.84500643677237,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.1677970610001859}",35,21,18.6914582511402,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.16529888822158656}",20,0,-29.7669718255231,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.16283790839019696}",30,0,-13.766271327781652,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.16041356777517279}",20,1,22.550823815418884,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.1580253208896478}",35,3,1.8992825403805598,"{0: 29, 1: 0, 2: 2, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.15567263036799733}",30,0,31.87133947873935,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.15335496684492847}",25,0,34.27884056808665,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.15107180883637086}",20,0,28.37609809341145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
