trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
67,False,"{'a': 0.5, 'e': 0.26358518435595346}",30,7,1.0260265010694791,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.25831348066883436}",25,18,10.64212621822956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.2531472110554577}",20,4,-4.842523834723916,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.2480842668343485}",25,9,7.405140714906834,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.24312258149766153}",30,0,-52.47889884869569,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.2382601298677083}",30,19,-32.65935645041616,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.23349492727035415}",20,9,10.482261909973406,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.22882502872494706}",35,17,-62.74648331088111,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
75,False,"{'a': 0.5, 'e': 0.2242485281504481}",25,0,-53.279955066596585,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.21976355758743912}",25,17,8.341199630298142,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.21536828643569034}",20,0,-38.059990330671454,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.21106092070697655}",30,16,24.271657515030924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.206839702292837}",35,23,23.10606840034453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.20270290824698026}",25,0,-21.44570399590988,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.19864885008204064}",20,0,18.256526695675213,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.19467587308039982}",20,13,13.637034322671903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.19078235561879184}",25,0,-39.92778811392647,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.186966708506416}",25,17,-37.82603867194043,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.18322737433628766}",20,2,-11.726222784482953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.1795628268495619}",25,0,-73.703343433544,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.17597157031257066}",20,11,-6.626747416933813,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.17245213890631925}",20,8,-1.150904923589287,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.16900309612819286}",25,0,7.055070404866209,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.16562303420562902}",25,17,3.3793594872878665,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.16231057352151643}",25,0,-9.398414839110126,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.1590643620510861}",20,4,-24.193271013889383,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.15588307481006436}",30,17,11.640504562719304,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.15276541331386306}",25,2,-24.52977949247521,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.1497101050475858}",25,9,5.497605617899157,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.14671590294663409}",35,16,1.4032154644797317,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.1437815848877014}",20,14,12.211917240587583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.1409059531899474}",25,11,29.94392548810075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.13808783412614842}",20,11,4.044184062044554,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.13532607744362546}",25,7,-21.10237032430319,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.13261955589475294}",25,8,6.017499188351873,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.12996716477685788}",25,13,-28.760160239189688,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.12736782148132073}",25,14,-22.028740833434263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
